# Kratos Data Export
# Generated: 2026-03-16T13:39:30.742152
# Rows: 6006
#
# --- Data Quality Report ---
# Completeness   100.0%                         threshold: >= 95.0%             [PASS]
# Accuracy       100.0%                         threshold: >= 98.0%             [PASS]
# Consistency    0 violations                   threshold: 0 violations         [PASS]
# Validity       100.0%                         threshold: >= 99.0%             [PASS]
# Uniqueness     0.0% duplicates                threshold: 0% duplicates        [PASS]
# Timeliness     11 days since latest record    threshold: <= 30 days           [PASS]
# Overall: PASS — All checks passed
#
party_id,name,party_type,party_status,account_id,account_number,account_type,account_status,current_balance,account_open_date,orc_code
1a39540f-901d-41ac-bc17-67f8330000c5,Deborah Martin,Individual,Active,76d7b034-ab14-45ac-afaf-66d6ee84038d,ACC-100813,Certificate of Deposit,Active,43883.19,2026-01-17,IRA_Traditional
bd449ea6-3be9-458f-b87c-a74344af4d22,Kevin Wright,Individual,Active,4afa892b-8432-4afe-9855-83a33efc7274,ACC-104852,Checking,Active,45899.67,2026-01-16,POD_PayableOnDeath
016a1fd4-502a-4406-beee-acaa078e186e,Richard King,Individual,Active,26e276a5-303e-4fb0-aaea-0f3942e31ac8,ACC-104743,Money Market,Active,453111.80,2026-01-16,Joint_JTWROS
c08872d2-1a5a-4adc-940b-978657cc0cb9,Matthew Torres,Individual,Active,6702510b-f629-4376-9695-8c3c1a2010d9,ACC-103103,Business Account,Active,516772.11,2026-01-16,Business_LLC
26c3c639-ed48-4d51-9547-5172496780d5,James White,Individual,Active,51a533de-0e26-456a-af6c-477e6a8b3856,ACC-101591,Certificate of Deposit,Active,9783.24,2026-01-15,IRA_Roth
70aa9c5b-6ebd-4682-9f26-4acff2688771,Susan Jones,Individual,Active,4165343a-691c-4063-8d2a-2b08abfae567,ACC-100256,Savings,Active,9952.94,2026-01-15,Joint_TenancyInCommon
6a56fe70-cac2-490e-a38c-1f03ac22e16a,George Rodriguez,Individual,Active,85d407f3-12d0-41c9-b82c-d8b89cf30cb2,ACC-103800,Escrow Account,Active,107177.14,2026-01-14,FiduciaryOther
5171a749-ed0f-4b61-901a-e48912c32ddc,Lisa Wright,Individual,Active,0fc12074-d6eb-4a82-8c94-b830f5bdc009,ACC-105313,Business Account,Active,287537.13,2026-01-13,Business_Partnership
f5423a16-dcdd-4ca9-b96f-b4eaa1d4f7d4,Amanda Taylor,Individual,Active,06a70849-ecfa-4dfa-a5f5-902cb561103f,ACC-101268,Individual Retirement Account,Active,386818.19,2026-01-13,IRA_Traditional
985f9928-bc00-49ca-ae9b-a18837c92b0f,Michael Martin,Individual,Active,cfdbb652-1227-4f53-aa20-091732877dea,ACC-105196,Savings,Active,119802.20,2026-01-12,Joint_JTWROS
72a8ed3e-73d3-4785-a89d-c9a790ccd470,Sarah Torres,Individual,Active,209745e5-ee93-4dd1-85f9-70c9b7ce890e,ACC-102290,Business Account,Active,836801.96,2026-01-12,Business_Corporation
3dab1282-8800-481d-a258-629c8646a091,Charles Scott,Individual,Active,458c887b-be31-4f40-9529-26d5e8fb26b3,ACC-103671,Escrow Account,Active,75385.15,2026-01-09,Escrow_Agent
927c2a87-b64d-4994-a093-ce0199b4f847,Barbara Jackson,Individual,Active,60e04f88-bd0c-4091-9ede-66479a429732,ACC-100175,Business Account,Active,927048.73,2026-01-09,Business_Corporation
0cdadf3d-9b41-4e98-8ccf-e878ebea79b1,Donna Rodriguez,Individual,Active,3533688c-ef9c-40bf-8174-95ee9a0cdb18,ACC-100347,Savings,Active,33120.71,2026-01-09,Joint_TenancyInCommon
50f0df85-e0f0-46ac-80df-0a289f8313c1,Daniel Smith,Individual,Active,afbe7284-c28a-4f8e-aad3-efb1478560db,ACC-100119,Trust Account,Active,678983.83,2026-01-08,Trust_Revocable
56c9007d-de68-48de-9a63-a028eb74be3e,Amanda Thompson,Individual,Active,dd7223e8-9683-46a5-bd2b-4fcf74739557,ACC-104517,Money Market,Active,353006.67,2026-01-06,Single
58a10388-40ed-49da-8286-6486f0e89b4e,Joseph Young,Individual,Active,aed6fee1-6efe-4407-a413-e88fe5e083e1,ACC-100374,Business Account,Active,601041.89,2026-01-06,Business_LLC
516202a8-b669-45f1-b2bb-73a180d190f0,Patricia Johnson,Individual,Active,0731e6ad-e68c-4a54-98ec-b356fb919d01,ACC-105636,Certificate of Deposit,Active,175294.04,2026-01-05,Single
9412a00b-68c9-4435-b056-1fda7d490a28,John Ramirez,Individual,Active,33055745-0ed1-4099-b5b4-c7da5f3cdebb,ACC-103337,Individual Retirement Account,Active,418289.22,2026-01-05,IRA_SIMPLE
b16aa86c-c6d4-4e24-a46a-e23b67e0cba1,John Flores,Individual,Active,b8b5a8a5-4b26-4539-9ad3-e7fc96cc97e9,ACC-101478,Money Market,Active,335949.79,2026-01-05,Single
7a23dd3e-d94b-4ce6-80a4-f4e229b4b8bf,Sarah Hill,Individual,Active,ba60ee7e-a007-4326-8ddf-7b64f4362b5f,ACC-105782,Savings,Active,149388.18,2026-01-04,POD_PayableOnDeath
a614ccc9-45e3-4519-a85a-fcdf78383ae4,Donald Jones,Individual,Active,aea2074b-09cf-417d-9942-cec467d9f69b,ACC-103027,Certificate of Deposit,Active,151448.63,2026-01-04,IRA_Traditional
728dc0d7-7a6d-4b6a-9f7f-4c867f026af4,Joseph Thompson,Individual,Active,f23497c8-2b42-46c6-8962-32bc5d3b6096,ACC-103224,Savings,Active,27503.69,2026-01-04,Joint_TenancyInCommon
b2da2459-b3a2-4c85-9be9-820c01d937f5,Christopher Hernandez,Individual,Active,2eea0027-48b8-4f80-9f55-868e417a0c25,ACC-101761,Checking,Active,30041.46,2026-01-04,POD_PayableOnDeath
89d89d8b-91ea-4c3a-9cab-e60ddccd2a9e,Sarah White,Individual,Active,050bbcb5-9804-436a-9bdc-179aec93d0aa,ACC-101936,Certificate of Deposit,Active,95167.77,2026-01-04,IRA_Traditional
f9054b6c-94f3-4f63-8032-fd04a9204a23,Linda Clark,Individual,Active,8fcec927-7e30-4018-a8fc-6cbfa39b2bd6,ACC-104581,Checking,Active,34292.83,2026-01-03,Business_SoleProprietor
df6e7eae-d9ea-4cfa-a114-a13b1d1530cd,Matthew Walker,Individual,Active,64a32c8b-4007-46e6-8581-acf3ce12c179,ACC-104650,Individual Retirement Account,Active,273994.60,2026-01-03,IRA_Traditional
a703b2e0-065e-41af-b189-c1a4f7a04500,Matthew Thompson,Individual,Active,b0ccf28b-3406-4037-b077-07293426030d,ACC-102149,Certificate of Deposit,Active,44137.92,2026-01-03,IRA_Roth
aada8ac4-c0f1-4e4f-93f0-67fd7f6d7275,Michelle Hernandez,Individual,Active,72b57215-e49e-4422-9817-0467acdad56a,ACC-102001,Certificate of Deposit,Active,20384.31,2026-01-02,Single
e94f5ac1-40cc-4fd8-aed1-5d21c5256407,Ashley Lee,Individual,Active,54bf8bdb-8588-447f-aeb9-bf09d2c44508,ACC-101018,Certificate of Deposit,Active,104484.17,2026-01-02,Single
cac7937d-adc4-44ca-bebe-5dfc02c7b75f,Steven Davis,Individual,Active,233a2b31-b29c-4f0e-84e1-65559269d23e,ACC-101797,Escrow Account,Active,152101.85,2026-01-01,Escrow_Agent
518769b2-5c4d-4f39-a5c7-8dfc5cd48e89,Karen Brown,Individual,Active,f00eda77-4cf8-4303-a118-613bd731c71e,ACC-101492,Individual Retirement Account,Active,460110.73,2026-01-01,IRA_Traditional
8c1a485d-c558-4431-b87b-01fcabf71448,Richard Wright,Individual,Active,7e89ddd2-f1aa-4560-aeeb-409b7fd6552f,ACC-103927,Certificate of Deposit,Active,101948.39,2025-12-31,Single
5f9f1b62-d5aa-42a9-a048-c91b8983d08c,Betty Hernandez,Individual,Active,35f48344-3caf-4025-bc3c-ad5d2be24df2,ACC-100290,Savings,Active,35119.37,2025-12-31,POD_PayableOnDeath
250834d8-00db-4874-b621-a848a3014076,Ashley Walker,Individual,Active,fe9873ac-0146-4d1f-9f28-1d87cc96d20e,ACC-105517,Escrow Account,Active,52111.84,2025-12-30,FiduciaryOther
32c39596-5d2c-4ade-9a21-e4106d7848de,Thomas King,Individual,Active,a6ea38e0-b751-4ef6-af7d-ca7b6910620c,ACC-101643,Money Market,Active,147411.81,2025-12-30,Business_LLC
9863593b-40ea-41b9-a61c-41bf6cd57a09,Steven Lee,Individual,Active,e6f35210-9bfb-4f85-ab6b-2a521d1e969b,ACC-101177,Money Market,Active,441295.63,2025-12-30,Joint_JTWROS
30585390-2ca2-45f1-9ec6-cefad64f3aa8,Barbara Nguyen,Individual,Active,8d25d63d-a48e-4e57-b3bd-6c66ae3c97a1,ACC-100106,Trust Account,Active,577907.68,2025-12-30,Trust_Charitable
30547b9b-b5e5-48ca-a5ae-4415f737dbd4,Melissa Moore,Individual,Active,ec25df90-0a0d-4ea0-b647-5c637b3092e6,ACC-105879,Certificate of Deposit,Active,16145.76,2025-12-28,Single
5f817242-d527-46db-a7d3-e1f49454d509,Matthew Young,Individual,Active,f8147494-fccf-4a2b-848f-81f5b715cc99,ACC-105672,Business Account,Active,905904.16,2025-12-28,Business_SoleProprietor
69750ec6-be9d-4b92-9125-e139bc9d1f89,George Lopez,Individual,Active,d55f8385-098e-4e9b-98e8-c07299ca91f3,ACC-103590,Business Account,Active,422090.57,2025-12-27,Business_Partnership
4d2e5948-e5eb-4c82-aff3-8f5388f64dc1,Kenneth Hernandez,Individual,Active,726ca8db-3791-4cf2-9622-272dcdf1f14e,ACC-101009,Checking,Active,25569.53,2025-12-27,Single
89b7dcf1-e8cf-4a5f-be03-3745492b13ef,William Wilson,Individual,Active,e8b184d0-6d61-4a5e-9c28-11f4426dabcc,ACC-104540,Trust Account,Active,691045.17,2025-12-24,Trust_Revocable
eb12ffec-805a-474a-b372-56873eac9ea3,Margaret Davis,Individual,Active,e972e97b-04d0-4018-b2c7-81e45a9a71e4,ACC-102733,Individual Retirement Account,Active,439175.14,2025-12-24,IRA_SEP
b4eae019-35f2-4d84-b633-65af9c23c880,Brian Sanchez,Individual,Active,23244313-0206-4a4b-a310-c71a379d51c7,ACC-102323,Trust Account,Active,324023.63,2025-12-24,Trust_Revocable
f5579a65-1b3c-4486-a416-1918d4bdfd84,Betty Allen,Individual,Active,c3176455-e6c8-4ac6-b03b-c3d1305443f6,ACC-101829,Trust Account,Active,797147.91,2025-12-24,Trust_Irrevocable
5d70700e-9b78-418b-987e-8d47a31ccd60,Nancy Davis,Individual,Active,2a9d3412-a9e9-4a80-a521-cb903b484699,ACC-105544,Escrow Account,Active,115654.03,2025-12-23,FiduciaryOther
f29b857e-c801-4855-a693-150ac2a91386,Kimberly Hill,Individual,Active,2bd90156-9d4f-4dd8-9a7c-30e615f37d8b,ACC-102572,Business Account,Active,44711.39,2025-12-22,Business_Corporation
f0cf6dbc-fca5-491f-9934-a3d76f199779,Donald Robinson,Individual,Active,6d929e3e-f589-41c2-a8fa-9c886b5e9210,ACC-101796,Escrow Account,Active,13065.93,2025-12-22,FiduciaryOther
91c99e2c-2e78-405c-bddc-1b759665b4ea,Joseph Thomas,Individual,Active,9da695db-e264-47af-b2a3-891b15cbfbc5,ACC-105410,Escrow Account,Active,90597.51,2025-12-21,Escrow_Agent
be68ffc5-c9e7-451c-be5e-b8336a8358cd,Robert Walker,Individual,Active,aef3a400-295f-4759-8591-fa5e1538b479,ACC-104683,Escrow Account,Active,22488.00,2025-12-20,FiduciaryOther
bb5b2bc4-e46b-4229-b56e-a7a59b0f1ea5,Emily Jones,Individual,Active,f3e35d59-716d-4fc0-b2c1-ff4921fc4a97,ACC-103142,Individual Retirement Account,Active,212980.07,2025-12-20,IRA_SIMPLE
6aec557f-4807-4f67-a5d0-5fb23a288c3a,William Martinez,Individual,Active,59dfe70d-c152-4a42-9c79-ca8f7045db7c,ACC-103115,Escrow Account,Active,113038.36,2025-12-20,FiduciaryOther
7b16beb2-bc1e-40d0-a144-71285e8a0a43,Sarah Rodriguez,Individual,Active,650b61f6-b2ae-4d85-9e0c-cdd7c8edd798,ACC-100019,Escrow Account,Active,125178.32,2025-12-20,Escrow_Agent
30f84c95-5e2d-49e1-b1c5-bbf770688a84,Michael Thompson,Individual,Active,37d2b083-fe8d-40e7-aff8-85dc7ee5fee1,ACC-105880,Money Market,Active,30998.62,2025-12-19,Joint_JTWROS
0a85816d-e5a3-4fc5-903e-596277fabab7,Linda Brown,Individual,Active,f48dd77f-9633-4457-a7b7-cbb5b5f618ac,ACC-105533,Business Account,Active,940103.36,2025-12-18,Business_SoleProprietor
c4dfb020-256a-4c07-9901-eddc87eff296,Deborah Wilson,Individual,Active,876e1d00-2d9c-4c52-b0e1-a3740099eab1,ACC-102764,Escrow Account,Active,189955.90,2025-12-18,Escrow_Agent
4f5977cc-6065-4157-9c01-2c4a7192b2ba,Emily Smith,Individual,Active,b6821861-3219-496d-9ccc-d15d53e08594,ACC-102030,Trust Account,Active,681607.20,2025-12-18,Trust_Revocable
cbec2735-f690-4f91-8725-02169c38080c,Andrew Garcia,Individual,Active,7bc83983-44b2-4339-a8c8-8fe0289bfb3d,ACC-102906,Trust Account,Active,613536.60,2025-12-16,Trust_Revocable
e75eba88-2ab0-43a7-94f1-539854120812,Melissa Nguyen,Individual,Active,7bb84995-a434-4eb9-a856-570e207415e5,ACC-103745,Business Account,Active,720172.18,2025-12-15,Business_Partnership
1dfd82c9-a267-400b-9bf2-34c8fd799c11,James Torres,Individual,Active,38bafd25-c001-4607-836d-112c291ec93a,ACC-103429,Money Market,Active,211026.54,2025-12-15,Business_LLC
262d7b00-9cff-4832-8b3b-bab0813cdf0c,Andrew Harris,Individual,Active,9bebbe95-f315-4efe-b44c-be77152c0a02,ACC-100557,Checking,Active,40973.84,2025-12-15,POD_PayableOnDeath
b320c416-466b-4051-9176-14511fd5e3bd,John Jackson,Individual,Active,64889f2d-e1ff-47e2-b824-8aef9461951a,ACC-101975,Savings,Active,108677.87,2025-12-14,POD_PayableOnDeath
55cb075b-4651-4620-93c2-7a724533893d,Kimberly Rodriguez,Individual,Active,b6bc4a58-a9f9-4afb-b4c9-20e9eb7b6f90,ACC-100049,Checking,Active,24337.89,2025-12-14,Business_SoleProprietor
5ba43a9a-af7e-4515-993d-841bfaaad06b,Kenneth Scott,Individual,Active,cd614463-f3f9-4c0a-b4d7-9cb28ba0ef75,ACC-104541,Savings,Active,141946.71,2025-12-13,POD_PayableOnDeath
6e256509-6c90-4e3c-bdd4-2a564ed33561,David Garcia,Individual,Active,e05421bb-e2ce-4fcf-b59a-9eebf9727721,ACC-100187,Money Market,Active,117632.96,2025-12-13,Joint_JTWROS
5bd3b007-4216-4a3a-ba21-e4b9d807ac94,Linda King,Individual,Active,ee2058cc-c26a-4362-ac11-68976bad9fe4,ACC-101106,Escrow Account,Active,39573.00,2025-12-12,Escrow_Agent
4eed6d30-9574-4fa2-9f34-72fc90313976,Mark Lee,Individual,Active,eae15010-8dd2-4f0a-a21d-3fbf8e59f1c3,ACC-101270,Individual Retirement Account,Active,179368.97,2025-12-12,IRA_SEP
75dd1435-7a38-44af-9072-414491c7fa05,Michael Brown,Individual,Active,5061a3a0-3d67-417e-9849-77e3ac3de751,ACC-103106,Escrow Account,Active,74727.26,2025-12-09,FiduciaryOther
a93bd590-5e52-4286-9fb1-b49c8b08d108,Michelle Scott,Individual,Active,d239380a-dc7b-411e-8c78-b34ad15f4f7d,ACC-105222,Certificate of Deposit,Active,7114.52,2025-12-08,IRA_Roth
0b0e47ea-3983-417d-a641-e9c11a7a44e5,Emily Garcia,Individual,Active,0ab8df84-ca0d-4e7f-987a-9f4474be1cc9,ACC-104012,Certificate of Deposit,Active,222050.84,2025-12-08,IRA_Roth
5428f933-35fe-4626-a8ae-a9c71496568e,Carol Flores,Individual,Active,64b9659c-761a-4fd9-88cb-4f5ff4ab47ed,ACC-102111,Trust Account,Active,451468.06,2025-12-08,Trust_Irrevocable
9439a7f2-0d73-4651-a8db-eb81f4970ee1,Margaret Lee,Individual,Active,381a28c9-d976-4a99-a2e5-437c65f8e97f,ACC-101425,Certificate of Deposit,Active,232900.55,2025-12-08,Single
6d6d0ef4-8ed5-40e6-97ee-5fdc51e2510c,Daniel Lopez,Individual,Active,472f8c35-6144-4820-809f-e23d3214724e,ACC-101153,Escrow Account,Active,95279.41,2025-12-07,Escrow_Agent
5aa08043-6708-487d-b6b9-05539db64442,Michael Williams,Individual,Active,9abf8e50-da40-4cd6-a3dd-d1db98c81a98,ACC-104755,Escrow Account,Active,75759.10,2025-12-06,FiduciaryOther
bf126a90-435a-494f-974e-80ad4cd8be1e,Mary Smith,Individual,Active,4fa30df5-091f-41f6-9e27-952162e6a74b,ACC-104769,Escrow Account,Active,61868.14,2025-12-06,FiduciaryOther
01562047-5e92-4682-8848-b18df29c706a,Barbara Robinson,Individual,Active,440cab2f-0828-4eb1-8a00-3768045a1d16,ACC-103929,Trust Account,Active,235933.81,2025-12-06,Trust_Charitable
7e4e981e-781a-46ae-82ae-fccb2c0de67d,Betty Jackson,Individual,Active,540cd209-b745-452d-bbd8-39169823313c,ACC-100105,Checking,Active,12926.27,2025-12-06,POD_PayableOnDeath
dd0fae92-1a8c-41ab-ad24-aaed56704ebc,Nancy Wilson,Individual,Active,e19bf048-d0ff-4c1b-ae85-761bb0899831,ACC-105285,Individual Retirement Account,Active,316639.59,2025-12-05,IRA_Roth
f4fa8a28-a234-4a96-b62a-daa88f0d94f1,William Lee,Individual,Active,11ce64d1-b2c5-48a3-bb8e-48b100096f29,ACC-104588,Money Market,Active,240889.89,2025-12-04,Joint_JTWROS
46c4a98d-0beb-4e67-9ff7-8f092e1bc4cd,Emily Torres,Individual,Active,c8ec7b36-4fb9-4ac6-bef8-1e984dc2ca1a,ACC-103569,Business Account,Active,871124.75,2025-12-04,Business_SoleProprietor
679fbce4-7713-45bf-ad24-165806432928,Richard Allen,Individual,Active,befba741-688c-4216-82d9-0dfd831a1666,ACC-104556,Escrow Account,Active,91669.54,2025-12-03,Escrow_Agent
047b4acc-55fc-4106-b730-be3d3b59bd52,Donald Torres,Individual,Active,5eb282fc-d463-42e1-acf7-71125e2b838c,ACC-104865,Individual Retirement Account,Active,222246.10,2025-12-03,IRA_SEP
1dad8abb-ee3e-409e-a31f-a64972b48652,Mark Walker,Individual,Active,6134ea64-aff7-4d3c-a83e-5474776e44b3,ACC-102363,Certificate of Deposit,Active,246492.90,2025-12-03,Single
9e538d2f-6e69-42d4-8266-c583259ccfc4,Daniel King,Individual,Active,ddb60ad2-0286-4176-891d-54abe32d090f,ACC-105623,Savings,Active,90419.00,2025-12-02,Joint_TenancyInCommon
c0fcd535-7b56-43aa-b9d0-731ac7252546,Matthew Davis,Individual,Active,93b99363-f1c0-4400-a3a0-4c57932592aa,ACC-103631,Business Account,Active,886714.73,2025-12-02,Business_Partnership
ea26ef3d-db4a-4e9a-997c-1745ba790dbd,Michael Clark,Individual,Active,f8f959d6-3b82-4a36-af1b-a7fbe94440fe,ACC-103028,Individual Retirement Account,Active,310309.59,2025-12-02,IRA_Roth
8d4fc778-8fb6-4261-a782-9773b67c2787,Michael Smith,Individual,Active,ff0b972d-e87e-444c-9fb7-ccb8eb70d6fc,ACC-103126,Business Account,Active,708909.39,2025-12-02,Business_Corporation
